analysis_version,fiction_id,title,author,url,sampled_this_run,latest_metric_run_id,latest_metric_observed_utc,previous_metric_run_id,previous_metric_observed_utc,elapsed_since_previous_hours,followers,previous_followers,follower_delta_since_previous,follower_pct_change_since_previous,followers_per_day_increment,total_views,previous_total_views,view_delta_since_previous,view_pct_change_since_previous,views_per_day_increment,chapter_count,previous_chapter_count,chapter_delta_since_previous,favorites,favorite_delta_since_previous,rating_count,rating_count_delta_since_previous,launch_index,launch_index_confidence,current_rs,current_best_rs_rank
longitudinal-launch-v1,176699,The Time-Looping Baby Refuses to Die[Slow-burn Progression LitRPG],Vex Ashford,https://www.royalroad.com/fiction/176699/the-time-looping-baby-refuses-to-dieslow-burn,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,843,827,16,1.9347,124.5061,40950,40371,579,1.4342,4505.563,23,23,0,142,1,87,0,93.04,high,True,9
longitudinal-launch-v1,175003,System Certified Supervillain,Dee Elle,https://www.royalroad.com/fiction/175003/system-certified-supervillain,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,2559,2555,4,0.1566,31.1265,136882,136304,578,0.4241,4497.7814,25,25,0,426,0,369,0,94.16,high,True,23
longitudinal-launch-v1,173313,Headless Over Heels [A Dark Fantasy Romance][Book 1 complete],Dukerino,https://www.royalroad.com/fiction/173313/headless-over-heels-a-dark-fantasy-romancebook,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,2730,2726,4,0.1467,31.1265,212825,212304,521,0.2454,4054.2286,42,42,0,755,1,504,0,92.14,high,False,
longitudinal-launch-v1,174795,Reincarnated As A Horny Single-Celled Organism [Adventure | LitRPG | Comedy],DuncanSpice,https://www.royalroad.com/fiction/174795/reincarnated-as-a-horny-single-celled-organism,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,642,631,11,1.7433,85.5979,27086,26620,466,1.7506,3626.239,28,28,0,151,2,100,0,91.86,high,True,16
longitudinal-launch-v1,172098,"How to Survive as a Starter Villainess [LITRPG, OP Archmage (sort of)]",Selethe,https://www.royalroad.com/fiction/172098/how-to-survive-as-a-starter-villainess-litrpg,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,578,566,12,2.1201,93.3795,19914,19454,460,2.3646,3579.5492,14,14,0,96,0,84,1,91.46,high,True,10
longitudinal-launch-v1,172245,"Qi Like Tar [XianXia, Progression Fantasy]",breadvirus,https://www.royalroad.com/fiction/172245/qi-like-tar-xianxia-progression-fantasy,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,2618,2616,2,0.0765,15.5633,243385,242928,457,0.1881,3556.2043,47,47,0,372,0,196,0,91.39,high,True,6
longitudinal-launch-v1,125307,Fate Unraveling,Rustpen,https://www.royalroad.com/fiction/125307/fate-unraveling,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,1400,1400,0,0.0,0.0,202034,201582,452,0.2242,3517.2962,88,88,0,281,1,152,0,88.61,high,True,35
longitudinal-launch-v1,175798,Scribe of Reality,TheFlamingSea,https://www.royalroad.com/fiction/175798/scribe-of-reality,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,998,990,8,0.8081,62.253,37501,37069,432,1.1654,3361.6636,19,19,0,170,2,81,2,93.78,high,True,11
longitudinal-launch-v1,172666,Game of Thrones: A Blademaster in Westeros,Path Liar,https://www.royalroad.com/fiction/172666/game-of-thrones-a-blademaster-in-westeros,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,1592,1586,6,0.3783,46.6898,101694,101277,417,0.4117,3244.9392,29,28,1,326,1,196,1,92.36,high,True,7
longitudinal-launch-v1,174050,The 108,Mecanimus,https://www.royalroad.com/fiction/174050/the-108,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,7053,7053,0,0.0,0.0,308507,308092,415,0.1347,3229.3759,21,21,0,1232,0,885,2,95.58,high,False,
longitudinal-launch-v1,170448,"Ten Thousand Fleets [Mecha, Space Opera, Academy]",David Niemitz (M0rph3u5),https://www.royalroad.com/fiction/170448/ten-thousand-fleets-mecha-space-opera-academy,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,2381,2377,4,0.1683,31.1265,194242,193828,414,0.2136,3221.5943,54,54,0,429,1,258,1,91.13,high,True,47
longitudinal-launch-v1,160219,"The Ill Starred Knight (Weak to Strong, Underdog, Idle Clicker, Broken Build)",Ix.author,https://www.royalroad.com/fiction/160219/the-ill-starred-knight-weak-to-strong-underdog,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,831,828,3,0.3623,23.3449,105296,104922,374,0.3565,2910.3292,76,76,0,201,0,96,0,85.34,high,True,10
longitudinal-launch-v1,173721,The Wandering Stronghold,Sindrome,https://www.royalroad.com/fiction/173721/the-wandering-stronghold,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,361,360,1,0.2778,7.7816,24368,24001,367,1.5291,2855.8577,37,37,0,77,0,40,0,87.94,high,True,25
longitudinal-launch-v1,174928,Stat Eater [Monster-Cooking LITRPG],Riestin,https://www.royalroad.com/fiction/174928/stat-eater-monster-cooking-litrpg,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,381,375,6,1.6,46.6898,17344,17001,343,2.0175,2669.0987,27,27,0,74,2,27,1,89.38,high,True,23
longitudinal-launch-v1,171354,"Naruto: The Samurai of Konoha [OC, Gradual Growth]",bluebluepupu,https://www.royalroad.com/fiction/171354/naruto-the-samurai-of-konoha-oc-gradual-growth,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,1436,1434,2,0.1395,15.5633,162104,161774,330,0.204,2567.9375,48,48,0,273,0,187,1,79.83,high,True,14
longitudinal-launch-v1,177032,Entrapment: A Naturalist Guide to Tamuel,WhoaMama,https://www.royalroad.com/fiction/177032/entrapment-a-naturalist-guide-to-tamuel,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,1273,1266,7,0.5529,54.4714,21548,21221,327,1.5409,2544.5926,8,7,1,180,0,83,0,96.43,high,True,4
longitudinal-launch-v1,172811,Beyond Control: A System's Descent [LitRPG | Progression | Strategy | Intelligent MC],Hassaan94,https://www.royalroad.com/fiction/172811/beyond-control-a-systems-descent-litrpg-progression,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,1141,1144,-3,-0.2622,-23.3449,107432,107107,325,0.3034,2529.0293,51,51,0,197,-1,109,0,89.17,high,True,30
longitudinal-launch-v1,176642,Skillcard Economy [Dungeon Delving & Skillmerging],sleepingOWL,https://www.royalroad.com/fiction/176642/skillcard-economy-dungeon-delving-skillmerging,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,397,388,9,2.3196,70.0347,10685,10371,314,3.0277,2443.4314,14,14,0,56,0,44,0,92.78,high,True,3
longitudinal-launch-v1,172278,Super Zero,Talonhawk & Ladywife,https://www.royalroad.com/fiction/172278/super-zero,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,970,967,3,0.3102,23.3449,61437,61139,298,0.4874,2318.9254,32,32,0,160,0,119,0,91.11,high,True,18
longitudinal-launch-v1,173716,Naruto: Shunsui Kyōraku,Charizard6,https://www.royalroad.com/fiction/173716/naruto-shunsui-kyoraku,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,434,433,1,0.2309,7.7816,77986,77722,264,0.3397,2054.35,67,67,0,85,0,39,0,84.78,high,True,34
longitudinal-launch-v1,173710,'Evil' Guardian Goddess: Summoned to Another World With a Bunch of Useless NEETs!!,Aleah Cat,https://www.royalroad.com/fiction/173710/evil-guardian-goddess-summoned-to-another-world,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,633,629,4,0.6359,31.1265,35454,35192,262,0.7445,2038.7867,25,25,0,102,0,53,0,89.58,high,True,27
longitudinal-launch-v1,159586,"Aeonshade [Soul Mage, Progression, LitRPG]",Richard Tyrer,https://www.royalroad.com/fiction/159586/aeonshade-soul-mage-progression-litrpg,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,1698,1697,1,0.0589,7.7816,182853,182593,260,0.1424,2023.2235,78,78,0,288,1,113,0,78.69,high,False,
longitudinal-launch-v1,174906,Surviving The Tutorial With An OP Girlfriend,MadFireGod,https://www.royalroad.com/fiction/174906/surviving-the-tutorial-with-an-op-girlfriend,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,554,552,2,0.3623,15.5633,32094,31846,248,0.7787,1929.8439,36,36,0,102,0,41,0,89.73,high,True,28
longitudinal-launch-v1,172104,Anathema [Gothic Mystery LitRPG],EnigmaticSage,https://www.royalroad.com/fiction/172104/anathema-gothic-mystery-litrpg,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,402,399,3,0.7519,23.3449,20536,20295,241,1.1875,1875.3725,29,29,0,80,1,50,0,88.05,high,True,22
longitudinal-launch-v1,177326,"THRONE OF HELL [YURI, LIT-RPG, STRONG TO OP]",Gunboat Diplomat,https://www.royalroad.com/fiction/177326/throne-of-hell-yuri-lit-rpg-strong-to-op,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,369,366,3,0.8197,23.3449,10114,9876,238,2.4099,1852.0276,16,16,0,56,1,31,0,91.28,high,True,21
longitudinal-launch-v1,170950,Sanzensekai: The Ronin's Exile [Urban Progression Fantasy - Reverse Isekai / Real World] [Book 1 Completely Written],S.C. Contryman,https://www.royalroad.com/fiction/170950/sanzensekai-the-ronins-exile-urban-progression,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,273,270,3,1.1111,23.3449,19855,19619,236,1.2029,1836.4644,38,38,0,64,0,25,1,84.82,high,True,2
longitudinal-launch-v1,170536,Warhammer: The Shackled God,Ivaraj,https://www.royalroad.com/fiction/170536/warhammer-the-shackled-god,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,496,496,0,0.0,0.0,48575,48342,233,0.482,1813.1195,33,33,0,98,0,65,0,86.38,high,True,26
longitudinal-launch-v1,172156,"Please Stop Exploding, Fellow Disciples (I Shall Audit the Heavens B1)",R.D. Kennedy,https://www.royalroad.com/fiction/172156/please-stop-exploding-fellow-disciples-i-shall,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,544,544,0,0.0,0.0,52913,52685,228,0.4328,1774.2114,40,39,1,79,0,85,0,85.99,high,True,40
longitudinal-launch-v1,176641,"Worm Girl Evolution [LitRPG, Yuri]",Lect,https://www.royalroad.com/fiction/176641/worm-girl-evolution-litrpg-yuri,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,872,870,2,0.2299,15.5633,27208,26986,222,0.8226,1727.5216,17,17,0,131,0,82,1,94.11,high,True,9
longitudinal-launch-v1,174281,Blightwar Battlemage [Isekai Fantasy Adventure LitRPG],RLandon,https://www.royalroad.com/fiction/174281/blightwar-battlemage-isekai-fantasy-adventure,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,755,755,0,0.0,0.0,53605,53391,214,0.4008,1665.2686,72,72,0,121,-1,68,0,88.79,high,True,36
longitudinal-launch-v1,172777,Celestial Card Cultivation [Xianxia; 100+ chapters written],SKBwrites,https://www.royalroad.com/fiction/172777/celestial-card-cultivation-xianxia-100-chapters,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,1091,1089,2,0.1837,15.5633,81069,80859,210,0.2597,1634.142,30,30,0,184,0,123,0,90.47,high,True,45
longitudinal-launch-v1,163319,"Noble, Scholar, Mage: A Practical Guide to Industrializing a Magic World",TheDyingOfLight,https://www.royalroad.com/fiction/163319/noble-scholar-mage-a-practical-guide-to-industrializing,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,970,969,1,0.1032,7.7816,105659,105454,205,0.1944,1595.2339,75,75,0,206,0,65,0,86.18,high,True,44
longitudinal-launch-v1,172357,"Heaven-Piercing Giraffe [Monster Girl, OP MC, Xianxia Satire]",A4 bAnAnA,https://www.royalroad.com/fiction/172357/heaven-piercing-giraffe-monster-girl-op-mc-xianxia,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,242,241,1,0.4149,7.7816,12081,11876,205,1.7262,1595.2339,18,17,1,32,0,25,0,88.11,high,True,26
longitudinal-launch-v1,180704,Awakening in the Altered World,adastra339,https://www.royalroad.com/fiction/180704/awakening-in-the-altered-world,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,332,323,9,2.7864,70.0347,3501,3304,197,5.9625,1532.9809,11,11,0,45,1,19,1,96.08,high,True,44
longitudinal-launch-v1,177597,Basic Thaumaturgy for the Emotionally Incompetent (Rewritten) [A Magical Academy LitRPG],D.N. Newyn,https://www.royalroad.com/fiction/177597/basic-thaumaturgy-for-the-emotionally-incompetent,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,628,623,5,0.8026,38.9081,22168,21971,197,0.8966,1532.9809,35,35,0,142,0,59,0,92.25,high,True,13
longitudinal-launch-v1,168036,"Amberlin's Apprentice Is Secretly Strong (Arc 1 Complete) [OP MC, Archmage, Progression]",All Nine Cats,https://www.royalroad.com/fiction/168036/amberlins-apprentice-is-secretly-strong-arc-1,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,760,760,0,0.0,0.0,63110,62919,191,0.3036,1486.2911,52,52,0,126,0,87,0,87.02,high,True,12
longitudinal-launch-v1,171116,The Dark Lord Saved The Heroine [Isekai/LITRPG/OP MC/Kingdom Building],JesterLegacy,https://www.royalroad.com/fiction/171116/the-dark-lord-saved-the-heroine-isekailitrpgop,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,386,380,6,1.5789,46.6898,30991,30801,190,0.6169,1478.5095,44,44,0,82,2,41,0,86.51,high,True,32
longitudinal-launch-v1,175243,No One Truly Dies in My Dungeon,T.A. Quill,https://www.royalroad.com/fiction/175243/no-one-truly-dies-in-my-dungeon,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,139,136,3,2.2059,23.3449,13411,13221,190,1.4371,1478.5095,35,35,0,32,0,20,1,82.48,high,True,16
longitudinal-launch-v1,164645,Beginner Difficulty (Progression-Fantasy/LitRPG/Isekai),Hadrian Spatfyre,https://www.royalroad.com/fiction/164645/beginner-difficulty-progression-fantasylitrpgisekai,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,914,913,1,0.1095,7.7816,100903,100713,190,0.1887,1478.5095,75,75,0,162,0,70,0,86.51,high,False,
longitudinal-launch-v1,173611,The Reincarnator's Path to Alchemy,Libalent,https://www.royalroad.com/fiction/173611/the-reincarnators-path-to-alchemy,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,579,576,3,0.5208,23.3449,26704,26515,189,0.7128,1470.7278,21,21,0,78,0,54,0,90.28,high,True,11
longitudinal-launch-v1,160303,The Spellwright's Guild [Cozy | Crafting | Magic Guild | LitRPG],Jamie Locke,https://www.royalroad.com/fiction/160303/the-spellwrights-guild-cozy-crafting-magic-guild,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,733,730,3,0.411,23.3449,80857,80674,183,0.2268,1424.0381,3,3,0,119,0,64,0,86.53,high,True,34
longitudinal-launch-v1,157119,Cybernit Zero,Lord Turtle the first,https://www.royalroad.com/fiction/157119/cybernit-zero,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,719,719,0,0.0,0.0,112852,112669,183,0.1624,1424.0381,119,119,0,158,0,64,0,82.56,high,True,49
longitudinal-launch-v1,169701,The Princess Dies In The Tutorial,Trysolde,https://www.royalroad.com/fiction/169701/the-princess-dies-in-the-tutorial,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,829,825,4,0.4848,31.1265,58516,58347,169,0.2896,1315.0953,27,27,0,176,1,149,1,89.36,high,True,5
longitudinal-launch-v1,178793,Carrot and Stick,RavensDagger,https://www.royalroad.com/fiction/178793/carrot-and-stick,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,619,619,0,0.0,0.0,14695,14544,151,1.0382,1175.0259,22,22,0,76,0,33,0,93.64,high,True,15
longitudinal-launch-v1,170984,The Apocalypse Is a Business,Zanafar,https://www.royalroad.com/fiction/170984/the-apocalypse-is-a-business,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,502,502,0,0.0,0.0,42563,42417,146,0.3442,1136.1178,48,48,0,95,0,56,0,85.9,high,True,6
longitudinal-launch-v1,161281,Not Meant to Survive: A LitRPG Survival Story,rhealey101,https://www.royalroad.com/fiction/161281/not-meant-to-survive-a-litrpg-survival-story,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,651,652,-1,-0.1534,-7.7816,124858,124722,136,0.109,1058.3015,102,102,0,107,0,81,0,83.23,high,True,28
longitudinal-launch-v1,174128,My New Life as a Max Level Dragon Princess [OP MC] [LitRPG] [Isekai],Pancakes Witch,https://www.royalroad.com/fiction/174128/my-new-life-as-a-max-level-dragon-princess-op,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,1111,1111,0,0.0,0.0,73578,73442,136,0.1852,1058.3015,44,44,0,205,0,83,0,90.55,high,False,
longitudinal-launch-v1,174895,The Emberbond (A pokemon story),Kemela14,https://www.royalroad.com/fiction/174895/the-emberbond-a-pokemon-story,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,307,305,2,0.6557,15.5633,9545,9410,135,1.4346,1050.5199,11,11,0,90,0,57,0,90.41,high,True,20
longitudinal-launch-v1,175495,Royal Ascension,AT Valentine,https://www.royalroad.com/fiction/175495/royal-ascension,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,594,594,0,0.0,0.0,29144,29011,133,0.4584,1034.9566,25,25,0,76,0,51,0,90.52,high,True,5
longitudinal-launch-v1,174351,Bow Magus [ Stealth Archer LitRPG ],B.F.Huups,https://www.royalroad.com/fiction/174351/bow-magus-stealth-archer-litrpg,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,515,517,-2,-0.3868,-15.5633,23276,23143,133,0.5747,1034.9566,5,5,0,91,0,31,0,91.24,high,True,31
longitudinal-launch-v1,172088,AFK Leveling,Oisin Muldowney,https://www.royalroad.com/fiction/172088/afk-leveling,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,521,520,1,0.1923,7.7816,38767,38636,131,0.3391,1019.3934,39,39,0,101,0,64,0,87.76,high,True,24
longitudinal-launch-v1,170001,The Bound Before (A Slow-Burn Survival LitRPG),quilldj,https://www.royalroad.com/fiction/170001/the-bound-before-a-slow-burn-survival-litrpg,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,227,225,2,0.8889,15.5633,24611,24494,117,0.4777,910.4506,72,72,0,58,0,36,1,81.82,high,True,3
longitudinal-launch-v1,172431,Endless Delirium [Grimdark Dungeon Crawler],Stygon,https://www.royalroad.com/fiction/172431/endless-delirium-grimdark-dungeon-crawler,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,525,525,0,0.0,0.0,39514,39400,114,0.2893,887.1057,45,45,0,123,0,92,0,87.19,high,True,32
longitudinal-launch-v1,163887,Echoes of the First Magi,JBHarrison.Author,https://www.royalroad.com/fiction/163887/echoes-of-the-first-magi,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,764,764,0,0.0,0.0,99785,99676,109,0.1094,848.1975,73,73,0,160,0,112,0,84.58,high,True,18
longitudinal-launch-v1,171813,"The Necromancer Healer [Progression, LitRPG]",M Parsons,https://www.royalroad.com/fiction/171813/the-necromancer-healer-progression-litrpg,True,27,2026-07-17T23:37:09.141777Z,24,2026-07-17T20:32:06.067749Z,3.0842,1066,1065,1,0.0939,7.7816,72808,72700,108,0.1486,840.4159,45,45,0,183,0,75,0,90.13,high,True,46
